Term,Section,Title,Capacity,Day,Time,Location,Start Date,End Date,Prerequisites,Equipment,Waivers,HealthForms,GIR Points,Swim GIR,Fee Amount,Tags
2026Q4,PE.0658-1,Air Rifle,14,TR,11:00 AM,Du Pont Pistol Range,4/2/2026,5/12/2026,"Students must attend first 4 classes, though attendance at all classes is strongly recommended.",All equipment will be provided. If students own their own protective shooting glasses they may use after approval by the instructor.,None,None,2,N,$35.00Pirate certificate
2026Q4,PE.0703-1,"Soccer, Beginner",15,TR,1:00 PM,Roberts Field/Z MAC Court,4/2/2026,5/12/2026,This course will be held outdoors with rain back up. Meet in Zesiger Center Lobby on day 1.,Workout clothes. Court shoes recommended for indoor play.None,None,2,N,$0.00
2026Q4,PE.0703-2,"Soccer, Beginner",15,TR,2:00 PM,Roberts Field/Z MAC Court,4/2/2026,5/12/2026,This course will be held outdoors with rain back up. Meet in Zesiger Center Lobby on day 1.,Workout clothes. Court shoes recommended for indoor play.None,None,2,N,$0.00
2026Q4,PE.0721-1,Tsegball,15,MW,3:00 PM,Zesiger MAC Court,4/1/2026,5/11/2026,None,Court shoes recommended,None,None,2,N,$10.00
2026Q4,PE.0728-1,Invasion Games,20,MW,2:00 PM,"Rockwell Cage Main/South, Barry Field, Outdoor Courts 7-12",4/1/2026,5/11/2026,Meet in Zesiger Center Lobby on day 1.,None,None,None,2,N,$10.00
2026Q4,PE.0775-1,Every Body Leads: Learning Leadership Through Movement,20,TR,2:00 PM,Du Pont Multi-Purpose Room,4/2/2026,5/12/2026,None,None,None,None,2,N,$0.00
2026Q4,PE.0806-1,Judo,16,MW,11:00 AM,Du Pont Wrestling Room,4/1/2026,5/11/2026,none,Workout clothes,none,none,2,N,$10.00
2026Q4,PE.0904-1,Sailing,30,R,1:00 PM,Sailing Pavilion,4/2/2026,5/7/2026,"2025/2026- Q4 classes- Tue dates: 4/7, 4/14, 4/28, 5/5, 5/12 (must attend all 5 dates); Wed dates: 4/1, 4/8, 4/15, 4/22, 4/29, 5/6; Thu dates: 4/2, 4/9, 4/16, 4/23, 4/30, 5/7 -- Time: 1-2:30p. Must successfully complete swim and boat test by 3/11. Students must attend first 2 classes and complete 5 classes to pass the course.","Filled water bottle. DO NOT WEAR COTTON. Wear tennis shoes. Synthetic, warm clothing recommended. Note: there are no restrooms available in the Sailing Pavilion.",None,None,2,N,$0.00Pirate certificate
2026Q4,PE.0904-2,Sailing,30,T,1:00 PM,Sailing Pavilion,4/7/2026,5/12/2026,"2025/2026- Q4 classes- Tue dates: 4/7, 4/14, 4/28, 5/5, 5/12 (must attend all 5 dates); Wed dates: 4/1, 4/8, 4/15, 4/22, 4/29, 5/6; Thu dates: 4/2, 4/9, 4/16, 4/23, 4/30, 5/7 -- Time: 1-2:30p. Must successfully complete swim and boat test by 3/11. Students must attend first 2 classes and complete 5 classes to pass the course.","Filled water bottle. DO NOT WEAR COTTON. Wear tennis shoes. Synthetic, warm clothing recommended. Note: there are no restrooms available in the Sailing Pavilion.",None,None,2,N,$0.00Pirate certificate
2026Q4,PE.0904-3,Sailing,30,W,1:00 PM,Sailing Pavilion,4/1/2026,5/6/2026,"2025/2026- Q4 classes- Tue dates: 4/7, 4/14, 4/28, 5/5, 5/12 (must attend all 5 dates); Wed dates: 4/1, 4/8, 4/15, 4/22, 4/29, 5/6; Thu dates: 4/2, 4/9, 4/16, 4/23, 4/30, 5/7 -- Time: 1-2:30p. Must successfully complete swim and boat test by 3/11. Students must attend first 2 classes and complete 5 classes to pass the course.","Filled water bottle. DO NOT WEAR COTTON. Wear tennis shoes. Synthetic, warm clothing recommended. Note: there are no restrooms available in the Sailing Pavilion.",None,None,2,N,$0.00Pirate certificate
2026Q4,PE.0907-1,Kayak,12,T,3:30 PM,Off Campus,4/28/2026,5/12/2026,"Q4:Tue: 4/21, 4/28, 5/5 (Thu, 5/7*weather back up). Students must attend ALL 3 classes to receive PE&W points. All participants must successfully complete swim and boat test by 3/11. Students must complete all forms sent from PE&W office to the student MIT email to confirm online registration by Mon, 3/16 @5p.  Check SPAM folders if emails are being forwarded from an MIT email account.","Swimsuit or synthetic shirt and shorts/tights are required. Fleece jacket and warm clothes, as needed. Check materials section in Canvas for detailed list. All other equipment provided by Charles River Canoe & Kayak- kayak, paddle, PFD, dry suit and jacket.",MIT waiver to the Physical Education & Wellness Office. Charles River Canoe & Kayak waiver and located on Canvas site - bring with you to day 1 of class.,None,2,N,$125.00
2026Q4,PE.0911-1,Backpacking - Urban,11,"FSU",3:00 PM,Off Campus,4/10/2026,4/12/2026,"Q4: 4/10-4/12 (not applicable for June 2026 intended graduates), Pre-trip meeting: Wed, 3/18 at 5:15p-6:45p; Fitness Sessions (choose 1): Thu, 3/19 or Tue, 4/2 at 5p-6p. Must complete all forms provided by PE&W office to confirm registration by Mon, 3/16 at 11a. Not applicable to June 2026 intended graduates.","Gather or borrow bandana/handkerchief, synthetic clothing- pants and shirts, sturdy shoes or boots, baseball cap, rain coat and pants, winter hat and mittens.","Waivers, Emergency Contact and Insurance Information required. Forms will be sent from the PE&W office using the student's MIT email by the close of online registration. Check SPAM folders if emails are being forwarded from an MIT email account.","Yes, students must at a good-moderate fitness level to participate.",4,N,$150.00
2026Q4,PE.0929-1,Orienteering Games,20,TR,3:00 PM,Zesiger MAC Court/Barry Field,4/2/2026,5/12/2026,Meet in Zesiger Center Lobby on day 1.,None,Navigation Games waiver required by class 1,None,2,N,$20.00
2026Q4,PE.0931-1,"Sailing, Intermediate: Applied Physics",30,T,11:00 AM,Sailing Pavilion,4/7/2026,5/12/2026,"Beginner sailing at MIT or equivalent. Email youngcl@mit.edu for any clarification on ability if you have not taken beginner sailing at MIT. 2025/2026- Q4 classes- Tue dates: 4/7, 4/14, 4/28, 5/5, 5/12 (must attend all 5 dates); Time: 11-12:30p. Must successfully complete swim and boat test by 3/11. Students must attend first 2 classes and complete 5 classes to pass the course.","Dress in layers. Filled water bottle. DO NOT WEAR COTTON. Wear tennis shoes that can get wet. Synthetic, warm clothing recommended. Note: there are no restrooms available in the Sailing Pavilion.",None,None,2,N,$0.00
2026Q4,PE.4200-1,Wellness Foundations (remote asynchronous),15,TR,5:00 PM,Remote Asynchronous,4/7/2026,5/5/2026,"Q4 2026. Completion of weekly asynchronous assignments and 2- 30 minute synchronous meetings over Zoom on Wed, 4/8 and 4/22 @5p ET.  Internet access, computer (or tablet, mobile device) with a camera, microphone, and working speaker, MIT Zoom account, comfortable with using 'camera on' function during Zoom sessions.","Internet access, computer (or tablet, mobile device) with a camera, microphone, and working speaker, MIT Zoom account, comfortable with using 'camera on' function during Zoom sessions. sessions.",None,None,2,N,$50.00Wellness Wizard
